OF_TURN,HYDRANT,MAPPAGE,SEQ__,ZIPCODE,OF_TURNS,STATION,DIRECTION,COMPLETED,FLOW,NUM,LOCATION,STATIC_PRE,CLASS,CONDITION,VALVE_MAKE,DATE_INSPE,HYDRANT_ID,LONGITUDE,VALVE_SIZE,TYPE0,DATE_INSTA,SIZE,CITY,NAME,DISTRICT,VALVE_TYPE,MAKE,ATLAS_PAGE,ADDRESS,LATITUDE,TYPE,RESIDUAL_P
L,,1177,0026,74105,7,14,,1,0,0,38 ST & TROOST AV SEC,0,NA,,,2003-08-14,00138-0026,-95.967932,20,3-WAY,,52,TULSA,,1,GATE,DARLI,00138,,36.107721,,0
L,,1177,0027,74105,20,14,S,1,0,3801,38 ST & UTICA SEC,0,NA,,C480,2003-08-03,00138-0027,-95.966674,60,3-WAY,,50,TULSA,ROCKFORD,1,GATE,WATER,00138,3801 S UTICA  AV E,36.107756,EA,0
L,,1177,0023,74105,20,18,S,1,0,3801,38 ST & UTICA SEC,0,NA,,C480,1999-06-08,00138-0023,-95.971142,60,3-WAY,,50,TULSA,UTICA,3,GATE,WATER,00138,3801 S ROCKFORD  AV E,36.107686,EA,0
L,,1177,0028,74105,7,14,,1,0,0,38 ST & WHEELING AV SEC,0,NA,,C477,2003-08-14,00138-0028,-95.964418,20,3-WAY,,40,TULSA,,1,GATE,DARLI,00138,,36.107336,,0
L,,979,0038,74107,20,26,,1,11019,0,38 WA & 52 PL SEC,6,NA,,C477,1999-10-21,00319-0038,-96.035519,60,3-WAY,,42,TULSA,,3,GATE,MUELL,00319,,36.086636,,8
L,,1278,0036,74135,0,23,S,1,1060,5051,390'N 51ST 1600'W YALE AV WS,0,NA,,,1999-05-23,00246-0036,-95.927619,60,3-WAY,,42,TULSA,TOLEDO,3,GATE,MUELL,00246,5051 S TOLEDO  AV E,36.090847,AV,0
L,,974,0012,74127,21,13,,1,1070,0,3923 WEST EASTON NORTH SIDE,10,NA,4,C454,1999-06-03,00041-0012,-96.037238,60,3-WAY,,45,TULSA,,1,GATE,M & H,00041,,36.159056,,0
L,,1577,0007,74134,36,27,E,1,11100,13034,39 PL 100'W/130 PL SS,0,NA,,C499,1999-04-18,00304-0007,-95.831609,120,3-WAY,,52,TULSA,39,5,GATE,MUELL,00304,13034 E 39th PL S,36.106551,ST,0
L,,1327,0034,74135,27,21,E,1,1050,5629,39PL 100'W OF HUDSON AVE SS,0,NA,,C509,1999-05-18,00135-0034,-95.913509,80,3-WAY,,45,TULSA,41,2,GATE,DARLI,00135,5629 E 41th ST,36.106505,ST,0
L,,1577,0031,74134,26,27,S,1,11100,4003,39 PL & 134 EA SES,0,NA,,C495,1999-04-30,00304-0031,-95.82677,80,3-WAY,,52,TULSA,134,5,GATE,MUELL,00304,4003 S 134th AV E,36.10626,EA,0
L,,1577,0036,74134,21,27,E,1,11100,13504,39 PL & 135 EA SEC,0,NA,,C495,1999-04-30,00304-0036,-95.825602,60,3-WAY,,52,TULSA,39,5,GATE,MUELL,00304,13504 E 39th PL S,36.106887,ST,0
L,,1477,0051,74146,19,27,,1,1060,0,39 PL 250'W/111 EA SS,0,NA,,C477,1999-05-11,00182-0051,-95.854291,60,3-WAY,,45,TULSA,,5,GATE,MUELL,00182,,36.10665,,0
L,,1327,0032,74135,20,21,E,1,1050,5308,39PL 50'E OF DARLINGTON AVE SS,0,NA,,C509,1999-05-24,00135-0032,-95.917051,60,3-WAY,,52,TULSA,39,2,GATE,DARLI,00135,5308 E 39th PL S,36.106781,PL,0
L,,1327,0033,74135,20,21,E,1,1050,5356,39PL 660'E DARLINGTON AVE SS,0,NA,,C509,1999-05-24,00135-0033,-95.91488,60,3-WAY,,52,TULSA,39,2,GATE,MUELL,00135,5356 E 39th PL S,36.106997,PL,0
L,,1427,0035,74145,26,25,E,1,42302,9408,39 PL & 94 E AVE SEC,0,NA,,C527,1999-06-27,00133-0035,-95.871191,80,3-WAY,,42,TULSA,39,5,GATE,MUELL,00133,9408 E 39th PL S,36.106452,ST,0
L,,1277,0039,74135,7,21,S,1,1050,3913,39 PL & OSWEGO ES,0,NA,1,C545,1999-04-13,00136-0039,-95.932065,20,3-WAY,,52,TULSA,OSWEGO,2,GATE,DARLI,00136,3919 S OSWEGO  AV E,36.106262,AV,0
L,,1577,0006,74134,19,27,E,1,11100,13012,39 ST 100'E/130 EA SS,0,NA,,C495,1999-04-18,00304-0006,-95.831921,60,3-WAY,,52,TULSA,39,5,GATE,MUELL,00304,13012 E 39th ST S,36.107266,ST,0
L,,1177,0030,74105,42,14,E,1,0,2220,39 ST 100'E TERWILLIGER SS,0,NA,,,2003-08-14,00138-0030,-95.961382,120,3-WAY,,50,TULSA,39,1,BLOW-OFF,WATER,00138,2210 E 39th ST S,36.10653,ST,0
L,,1477,0044,74146,19,27,E,1,1060,11128,39 ST 100'W/112 EA SS,0,NA,,C513,1999-05-11,00182-0044,-95.852174,60,3-WAY,,45,TULSA,39,5,GATE,MUELL,00182,11128 E 39th ST S,36.107366,ST,0
R,,1277,0032,74135,20,14,,1,1050,0,39 ST 10'E INDIANAPOLIS SS,0,NA,,C517,1999-04-13,00136-0032,-95.938452,60,3-WAY,,52,TULSA,,1,GATE,DARLI,00136,,36.106681,,0
L,,1527,0084,74146,21,27,S,1,1060,3905,39 ST & 122 E PL SEC,0,NA,,C440,1999-06-12,00239-0084,-95.840452,60,3-WAY,,52,TULSA,122,5,GATE,MUELL,00239,3905 S 122th PL E,36.105987,EA,0
L,,1577,0010,74134,36,27,S,1,11100,3901,39 ST & 131 EA SEC,0,NA,,C495,1999-04-18,00304-0010,-95.830781,120,3-WAY,,52,TULSA,130,5,GATE,MUELL,00304,3901 S 130th PL E,36.107146,EA,0
L,,1577,0018,74134,28,27,E,1,11100,13134,39 ST & 132 EA SWC,0,NA,,C495,1999-04-24,00304-0018,-95.829261,80,3-WAY,,52,TULSA,39,5,GATE,MUELL,00304,13134 E 39th ST S,36.107283,ST,0
L,,1577,0025,74134,21,27,E,1,11100,13306,39 ST & 133 EA NEC,0,NA,,C495,1999-04-24,00304-0025,-95.827438,60,3-WAY,,52,TULSA,39,5,GATE,MUELL,00304,13306 E 39th ST S,36.106818,ST,0
L,,1577,0030,74134,28,27,E,1,11100,13410,39 ST 150'W/135 EA SS,0,NA,,C495,1999-04-30,00304-0030,-95.826669,80,3-WAY,,52,TULSA,39,5,GATE,MUELL,00304,13410 E 39th ST S,36.107197,ST,0
L,,1577,0040,74134,27,27,E,1,11100,13524,39 ST 200'E/135 EA SS,0,NA,,C495,1999-04-30,00304-0040,-95.824996,80,3-WAY,,52,TULSA,39,5,GATE,MUELL,00304,13524 E 39th ST S,36.107965,ST,0
L,,1527,0069,74146,5,27,E,1,0,12720,39 ST 250'E/127 EA SS,0,NA,,C439,1999-04-10,00239-0069,-95.836356,20,3-WAY,,45,TULSA,39,5,AIR RELIE,M & H,00239,12720 E 39th ST S,36.107283,ST,0
R,,1120,0018,74106,15,24,E,1,11100,720,39 ST 250'E HARTFORD SS,0,NA,,C441,2003-08-11,00281-0018,-95.983388,40,3-WAY,,52,TULSA,39,4,GATE,MUELL,00281,716 E 39th ST N,36.209877,N,0
L,,1027,0027,74107,8,12,,1,11100,0,39 ST & 29 W AVE SWC,0,NA,3,C489,2003-08-15,00141-0027,-96.025495,20,3-WAY,,52,TULSA,,3,AIR RELIE,MUELL,00141,,36.106376,,0
L,,1027,0026,74107,14,12,S,1,11100,3905,39 ST & 32 W AVE SEC,0,NA,3,C489,2003-08-15,00141-0026,-96.027721,40,3-WAY,,50,TULSA,39,3,GATE,KENNE,00141,3905 S 39th AV W,36.106314,AV,0
L,,1027,0025,74107,8,12,W,1,11100,3224,39 ST & 33 W AVE SEC,0,NA,3,C441,2003-08-15,00141-0025,-96.029088,20,3-WAY,,52,TULSA,39,3,AIR RELIE,MUELL,00141,3224 W 39th ST S,36.106348,ST,0
L,,977,0003,74107,21,12,,1,92999,0,39 ST & 34 W AVE SEC,7,NA,,,2003-08-15,00142-0003,-96.030645,60,3-WAY,,42,TULSA,,3,GATE,MUELL,00142,,36.106468,,0
L,,977,0002,74107,21,12,,1,92999,0,39 ST & 35 W AVE SEC,7,NA,,,2003-08-15,00142-0002,-96.031896,60,3-WAY,,52,TULSA,,3,GATE,CLOW,00142,,36.106468,,0
L,,1077,0021,74107,21,12,,1,0,0,39 ST 400'E HWY 75 SS,0,NA,,C521,1996-06-08,00140-0021,-96.00722,60,3-WAY,,45,TULSA,,3,GATE,MUELL,00140,,36.106576,,0
L,,1527,0070,74146,20,27,E,1,0,12754,39 ST 400'W/128 EA SS,0,NA,,C528,1999-04-10,00239-0070,-95.8353,60,3-WAY,,45,TULSA,39,5,GATE,M & H,00239,12754 E 39th ST S,36.107795,ST,0
L,,1477,0042,74146,20,27,S,1,1060,3905,39 ST 50'E/109 EA SS,0,NA,,,1999-05-11,00182-0042,-95.854833,60,3-WAY,,45,TULSA,109,5,GATE,MUELL,00182,3905 S 109th AV E,36.107469,EA,0
L,,1527,0083,74146,20,27,E,1,0,12204,39 ST 50'E/122 EA SS,8,NA,,C440,1999-06-12,00239-0083,-95.841381,60,3-WAY,,52,TULSA,,5,GATE,MUELL,00239,12204 E 39th ST S,36.106192,ST,0
L,,1527,0089,74146,21,27,E,1,1060,12328,39 ST 50'E/123 E PL SS,0,NA,,C495,1999-06-12,00239-0089,-95.838594,60,3-WAY,,42,TULSA,39,5,GATE,M & H,00239,12328 E 39th ST S,36.106328,ST,0
L,,1527,0071,74146,26,27,E,1,0,12786,39 ST 50'E/128 EA SS,0,NA,,C525,1999-04-10,00239-0071,-95.833822,80,3-WAY,,42,TULSA,39,5,GATE,MUELL,00239,12786 E 39th ST S,36.107795,ST,0
L,,1127,0019,74105,7,18,,1,11100,0,39 ST 50'E DETROIT SS,0,NA,,C513,1999-06-21,00139-0019,-95.980997,20,3-WAY,,45,TULSA,,3,GATE,MUELL,00139,,36.105995,,0
R,,1277,0031,74105,6,14,S,1,1050,3903,39 ST 50'E HARVARD SS,0,NA,,,1999-04-13,00136-0031,-95.939898,20,3-WAY,,52,TULSA,HARVARD,1,GATE,DARLI,00136,3903 S HARVARD   AV E,36.106262,AV,0
L,,1277,0033,74135,18,14,S,1,0,3909,39 ST 50'E KNOXVILLE SS,0,NA,3,C525,1996-06-30,00136-0033,-95.937016,60,3-WAY,,52,TULSA,JAMESTOWN,1,GATE,DARLI,00136,3903 S JAMESTOWN  AV E,36.106458,AV,0
L,,1127,0018,74105,7,18,S,1,11100,3903,39 ST 50'E RIVERSIDE SS,0,NA,,C522,1999-06-21,00139-0018,-95.982789,20,3-WAY,,45,TULSA,RIVERSIDE,3,GATE,MUELL,00139,3903 S RIVERSIDE  DR W,36.105957,W,0
L,,927,0011,74107,18,0,,1,90799,0,39 ST & 55 W AVE SEC,6,NA,3,,1999-08-25,00143-0011,-96.053989,60,3-WAY,,52,,,0,GATE,DARLI,00143,,36.106239,,0
L,,927,0016,74107,21,0,,1,90799,0,39 ST & 60 W AVE SEC,6,NA,3,DELET,1999-08-25,00143-0016,-96.058922,60,3-WAY,,52,,,0,GATE,DARLI,00143,,36.107002,,0
L,,927,0007,74107,20,0,,1,90799,0,39 ST & 61 W AVE SEC,6,NA,3,C441,1999-08-25,00143-0007,-96.060645,60,3-WAY,,42,,,0,GATE,MUELL,00143,,36.107021,,0
L,,927,0004,74107,21,0,,1,90799,0,39 ST & 63 W AVE SEC,6,NA,3,C441,1999-08-25,00143-0004,-96.062911,60,3-WAY,,42,,,0,GATE,MUELL,00143,,36.107021,,0
L,,1477,0043,74146,28,27,E,1,1060,10928,39 ST 75'W/111 EA SS,0,NA,,,1999-05-11,00182-0043,-95.853567,80,3-WAY,,45,TULSA,39,5,GATE,MUELL,00182,10928 E 39th ST S,36.107366,ST,0
L,,877,0015,74107,24,0,,1,90799,0,39 ST & 85 W AVE SEC,6,NA,3,,1999-08-25,00143-0015,-96.065086,60,3-WAY,,52,,,0,GATE,CLOW,00143,,36.107004,,0
L,,1427,0028,74145,0,25,E,1,42302,8605,39 ST & 86 E AVE NEC,0,NA,,DELET,1999-06-27,00133-0028,-95.880928,0,3-WAY,,42,TULSA,39,5,GATE,MUELL,00133,8605 E 39th ST S,36.106827,ST,0
L,,1427,0040,74145,0,25,E,1,42302,8704,39 ST & 87 E AVE SWC,0,NA,,N,1999-06-27,00133-0040,-95.880254,0,3-WAY,,42,TULSA,39,5,GATE,MUELL,00133,8704 E 39th ST S,36.106316,ST,0
L,,1427,0041,74145,0,25,E,1,42302,8822,39 ST & 88 E PL SEC,0,NA,,DELET,1999-06-21,00133-0041,-95.877936,0,3-WAY,,42,TULSA,39,5,GATE,MUELL,00133,8822 E 39th ST S,36.106043,ST,0
L,,1427,0032,74145,28,25,E,1,42302,9206,39 ST & 92 E AVE SEC,0,NA,,C452,1999-06-27,00133-0032,-95.874142,60,3-WAY,,42,TULSA,39,5,GATE,MUELL,00133,9138 E 39th ST S,36.107271,ST,0
L,,1227,0033,74105,18,14,E,1,1050,2840,39 ST & DELAWARE PL SEC,0,NA,,C509,1999-07-21,00137-0033,-95.947197,60,3-WAY,,42,TULSA,39,1,GATE,MUELL,00137,2840 E 39th ST S,36.106293,ST,0
L,,1227,0035,74105,18,14,E,1,1050,3166,39 ST & FLORENCE PL SEC,0,NA,,,1999-07-15,00137-0035,-95.941774,60,3-WAY,,45,TULSA,39,1,GATE,DARLI,00137,3158 E 39th ST S,36.1062,ST,0
L,,1077,0020,74107,21,12,W,1,0,1346,39 ST & HWY 75 ES,0,NA,,C440,1996-06-08,00140-0020,-96.009124,60,3-WAY,,42,TULSA,39,3,GATE,MUELL,00140,1346 W 39th ST S,36.106576,ST,0
L,,1277,0034,74135,21,21,E,1,1050,3732,39 ST & MARION SEC,0,NA,,C525,1999-04-13,00136-0034,-95.934256,60,3-WAY,,52,TULSA,39,2,GATE,DARLI,00136,3732 E 39th ST S,36.10695,ST,0
L,,1427,0071,74145,27,25,E,1,42302,9456,39 ST & MINGO SWC,0,NA,,C451,1999-06-27,00133-0071,-95.868915,80,3-WAY,,52,TULSA,39,5,GATE,DARLI,00133,9456 E 39th ST S,36.107202,ST,0
L,,1120,0025,74106,21,24,E,1,11100,772,39 ST N & LANSING SWC,0,NA,,,2003-08-05,00281-0025,-95.981079,60,3-WAY,,42,TULSA,,4,GATE,MUELL,00281,772 E 39th ST N,36.209802,SN,0
L,,1177,0032,74105,38,18,S,1,0,3915,39 ST & PEORIA AV SEC,0,NA,,,2003-08-03,00138-0032,-95.975436,120,3-WAY,,40,TULSA,PEORIA,3,GATE,DARLI,00138,3915 S PEORIA  AV E,36.105969,EA,0
L,,1177,0031,74105,39,18,S,1,0,3841,39 ST & PEORIA SEC,0,NA,,C477,2003-08-03,00138-0031,-95.975393,120,3-WAY,,42,TULSA,PEORIA,3,GATE,M & H,00138,3841 S PEORIA  AV E,36.10681,EA,0
L,,1177,0033,74105,20,18,E,1,0,1414,39 ST & QUINCY AV SEC,0,NA,,C480,2003-08-03,00138-0033,-95.973528,60,3-WAY,,55,TULSA,39,3,GATE,DARLI,00138,1346 E 39th ST S,36.105934,ST,0
L,,1177,0034,74105,10,18,S,1,0,3903,39 ST & ROCKFORD AV SEC,0,NA,,C513,2003-08-03,00138-0034,-95.971098,20,3-WAY,,45,TULSA,ROCKFORD,3,GATE,MUELL,00138,3903 S ROCKFORD  AV E,36.105899,EA,0
L,,1277,0035,74135,40,21,E,1,1050,4508,39 ST & TOLEDO AV SEC,0,NA,3,C509,1999-04-16,00136-0035,-95.925977,120,3-WAY,,42,TULSA,39,2,GATE,MUELL,00136,4508 E 39th ST S,36.106393,ST,0
L,,1077,0019,74107,21,12,,1,2200,0,39 ST & UNION AVE SEC,0,NA,,C440,1996-06-08,00140-0019,-96.011385,60,3-WAY,,52,TULSA,,3,GATE,WATER,00140,,36.106678,,0
L,,1177,0035,74105,7,14,S,1,0,3855,39 ST & UTICA AV SEC,0,NA,,C513,2003-08-14,00138-0035,-95.966761,20,3-WAY,,45,TULSA,UTICA,1,GATE,MUELL,00138,3104 E 25th PL S,36.106004,EA,0
L,,1027,0028,74107,12,12,,1,11100,0,39 ST & YUKON AVE NEC,0,NA,,C489,1999-05-19,00141-0028,-96.01549,40,3-WAY,,42,TULSA,,3,GATE,M & H,00141,,36.106329,,0
L,,1120,0014,74106,20,24,N,1,11100,3773,39TH & GARRISON SEC,0,NA,,C546,1999-05-22,00281-0014,-95.985109,60,3-WAY,,42,TULSA,GARRISON,4,GATE,MUELL,00281,3773 N GARRISON  AV E,36.210316,EA,0
L,,973,0003,74127,20,13,,1,92999,0,39 WA 600'N EDISON RD ES,9,NA,,C522,1999-08-31,00042-0003,-96.035171,60,3-WAY,,52,TULSA,,1,GATE,MUELL,00042,,36.163084,,800
L,,973,0002,74127,20,13,,1,92999,0,39 WA 900'N EDISON RD ES,9,NA,,C522,1999-08-31,00042-0002,-96.03519,60,3-WAY,,42,TULSA,,1,GATE,MUELL,00042,,36.163858,,800
L,,973,0026,74127,21,13,,1,92999,0,39 WA & EDISON PLAZA NWC,9,NA,,C522,1999-08-31,00042-0026,-96.03564,60,3-WAY,,52,TULSA,,1,GATE,MUELL,00042,,36.16162,,800
L,,974,0003,74127,27,13,,1,1070,0,39 W AVE 150'S EDISON ES,10,NA,,C489,1999-05-28,00041-0003,-96.035802,60,3-WAY,,42,TULSA,,1,GATE,M & H,00041,,36.160953,,0
L,,1482,0005,74133,39,32,,1,0,0,3 FH N 91 ST & 101 EA,0,NA,,,1997-12-15,01002-0005,-95.864672,120,3-WAY,1997-12-15,52,TULSA,,5,GATE,KENNE,01002,,36.034795,,0
L,,1624,0006,74108,21,30,S,1,41702,635,3 FH N OF 11 ST ON 156 E AV ES,0,NA,,C541,2003-08-09,00371-0006,-95.803209,60,3-WAY,1991-04-26,52,TULSA,156,2,GATE,MUELL,00371,635 S 156th AV E,36.151447,EA,0
L,,1031,0016,74132,21,6,S,1,0,7364,3 FH S OF 73 ON 26 W A,0,NA,,ENGR,1997-08-15,00666-0016,-96.025178,60,3-WAY,,52,TULSA,,3,GATE,AMERI,00666,7364 S 26th AV W,36.054433,WA,0
L,,1424,0019,74112,20,22,,1,42202,0,3 PL & 89 E AVE SEC,0,NA,,C496,2003-08-02,00126-0019,-95.877556,60,3-WAY,,52,TULSA,,2,GATE,MUELL,00126,,36.156362,,0
L,,1424,0020,74112,18,22,,1,42202,0,3 PL & 91 E AVE SEC,0,NA,,C465,2003-08-15,00126-0020,-95.874179,60,3-WAY,,52,TULSA,,2,GATE,MUELL,00126,,36.156873,,0
L,,1424,0022,74112,0,22,,1,42202,0,3 PL & 94 E AVE NEC,0,NA,,,2003-08-02,00126-0022,-95.870718,120,3-WAY,,52,TULSA,,2,GATE,MUELL,00126,,36.156532,,0
L,,1124,0023,74103,21,2,,1,1070,0,3RD BET BOSTON/CINCINNATI NS,0,NA,,,1999-06-30,00001-0023,-95.989763,60,5-WAY,,60,TULSA,,4,GATE,DARLI,00001,,36.153955,,0
L,,1124,0020,74103,21,2,E,1,1070,10,3RD BET BOSTON/MAIN NS,0,NA,,C489,1999-06-30,00001-0020,-95.990653,60,5-WAY,,60,TULSA,2,4,GATE,DARLI,00001,10 E 2nd ST S,36.153676,ST,0
L,,1124,0012,74103,21,4,,1,1070,0,3RD BET CHEYENNE/BOULDER SS,0,NA,,C469,1999-04-01,00001-0012,-95.992867,60,5-WAY,,60,TULSA,,1,GATE,DARLI,00001,,36.152677,,0
L,,1124,0028,74103,21,2,S,1,0,301,3RD BET CINCINNATI/DETROIT SS,0,NA,,,1996-07-06,00001-0028,-95.988123,60,5-WAY,,60,TULSA,CINCINNATI,4,GATE,DARLI,00001,301 S CINCINNATI  AV E,36.154239,AV,0
L,,1124,0018,74103,0,2,,1,1070,0,3RD BET MAIN/BOULDER NS,0,NA,,C485,1999-06-30,00001-0018,-95.991378,240,5-WAY,,60,TULSA,,4,GATE,DARLI,00001,,36.153369,,0
L,,1124,0021,74103,26,2,,1,1070,0,3RD & BOSTON NWC,0,NA,,C513,1999-05-01,00001-0021,-95.990115,60,5-WAY,,60,TULSA,,4,GATE,DARLI,00001,,36.153834,,0
L,,1124,0022,74103,21,2,,1,1070,0,3RD & BOSTON SEC,0,NA,,,1999-05-01,00001-0022,-95.989685,60,3-WAY,,45,TULSA,,4,GATE,DARLI,00001,,36.15364,,0
L,,1124,0015,74103,21,4,,1,1070,0,3RD & BOULDER NEC,0,NA,,,1999-04-28,00001-0015,-95.992238,60,3-WAY,,40,TULSA,,1,GATE,DARLI,00001,,36.153124,,0
,,1124,0013,74103,0,4,S,0,0,224,3RD & BOULDER NWC,0,,,,,00001-0013,-95.992464,0,,,0,TULSA,BOULDER,1,,,00001,224 S BOULDER   AV W,36.15305,WA,0
L,,1124,0017,74103,21,4,,1,1070,0,3RD & BOULDER SEC,0,NA,,C527,1999-06-30,00001-0017,-95.99213,60,5-WAY,,60,TULSA,,1,GATE,DARLI,00001,,36.152931,,0
L,,1124,0014,74103,21,4,,1,1070,0,3RD & BOULDER SWC,0,NA,,,1999-04-28,00001-0014,-95.992366,60,3-WAY,,52,TULSA,,1,GATE,MUELL,00001,,36.152847,,0
L,,1124,0011,74103,22,4,,1,1070,0,3RD & CHEYENNE SEC,0,NA,,C469,1999-04-01,00001-0011,-95.993329,60,3-WAY,,42,TULSA,,1,GATE,DARLI,00001,,36.152515,,0
L,,1124,0026,74103,21,2,,1,1070,0,3RD & CINCINNATI NEC,0,NA,,,1999-04-19,00001-0026,-95.98863,60,5-WAY,,60,TULSA,,4,GATE,DARLI,00001,,36.154397,,0
L,,1124,0024,74103,20,2,,1,1070,0,3RD & CINCINNATI NWC,0,NA,,C551,1999-04-19,00001-0024,-95.98906,60,5-WAY,,60,TULSA,,4,GATE,DARLI,00001,,36.154208,,0
L,,1124,0027,74103,34,2,,1,1070,0,3RD & CINCINNATI SEC,0,NA,,C487,1999-04-19,00001-0027,-95.988513,140,3-WAY,,40,TULSA,,4,GATE,DARLI,00001,,36.154113,,0
L,,1124,0025,74103,21,2,E,1,1070,100,3RD & CINCINNATI SWC,0,NA,,C538,1999-04-19,00001-0025,-95.988943,60,5-WAY,,60,TULSA,3,4,GATE,DARLI,00001,100 E 3rd ST S,36.153955,ST,0
L,,1124,0029,74103,21,2,,1,1070,0,3RD & DETROIT NWC,0,NA,,,1999-04-04,00001-0029,-95.98781,60,5-WAY,,60,TULSA,,4,GATE,DARLI,00001,,36.154649,,0
L,,1124,0031,74120,30,2,,1,1070,0,3RD & DETROIT SEC,0,NA,,C489,1999-04-04,00001-0031,-95.987342,100,3-WAY,,45,TULSA,,4,GATE,DARLI,00001,,36.154491,,0
L,,1124,0030,74103,21,2,S,1,1070,306,3RD & DETROIT SWC,0,NA,,CLOW,1999-04-04,00001-0030,-95.987693,60,5-WAY,,60,TULSA,DETROIT,4,GATE,DARLI,00001,306 S DETROIT   AV E,36.154397,AV,0
L,,1124,0032,74120,30,2,,1,1070,0,3RD & ELGIN SEC,0,NA,,C513,1999-05-10,00001-0032,-95.986093,100,3-WAY,,45,TULSA,,4,GATE,DARLI,00001,,36.154964,,0
L,,1124,0019,74103,21,2,,1,1070,0,3RD & MAIN SEC,0,NA,,,1999-05-01,00001-0019,-95.990918,60,5-WAY,,60,TULSA,,4,GATE,DARLI,00001,,36.153281,,0
L,,1674,0003,74108,21,30,E,1,11100,16116,3RD ST & 161 E PL SEC,0,NA,,C439,1999-07-01,00452-0003,-95.796638,60,3-WAY,,42,TULSA,3,2,GATE,MUELL,00452,16116 E 3rd ST S,36.154996,ST,0
L,,1674,0010,74108,27,30,S,1,11100,305,3RD ST & 164 EA SEC,0,NA,,C439,1999-07-01,00452-0010,-95.792515,80,3-WAY,,42,TULSA,164,2,GATE,MUELL,00452,305 S 164th PL E,36.155106,EA,0
L,,1674,0013,74108,20,30,E,1,11100,16432,3RD ST & 167 EA SWC,0,NA,,C439,1999-07-01,00452-0013,-95.791111,60,3-WAY,,45,TULSA,3,2,GATE,MUELL,00452,16432 E 3rd ST S,36.15463,ST,0
L,,1724,0026,74108,8,30,,1,41702,0,3RD ST 500'W 189 EA SS,0,NA,,C541,1999-05-13,00540-0026,-95.768257,20,3-WAY,,42,TULSA,,2,AIR RELIE,MUELL,00540,,36.157214,,0
L,,1724,0032,74108,21,30,,1,41702,0,3RD ST 50'E 189 EA SS,0,NA,,C541,1999-05-13,00540-0032,-95.766005,60,3-WAY,,42,TULSA,,2,GATE,MUELL,00540,,36.157073,,0
L,,1474,0062,74128,21,30,E,1,42302,10640,3ST & 107 EA SEC,0,NA,,C521,1999-06-27,00175-0062,-95.857154,60,3-WAY,1984-10-15,52,TULSA,3,2,GATE,KENNE,00175,10640 E 3rd ST S,36.156692,ST,0
,,1474,0070,74128,0,30,E,1,42302,10906,3 ST & 109 EA SEC,0,NA,,,1999-06-27,00175-0070,-95.855002,0,3-WAY,,52,TULSA,3,2,,DARLI,00175,10906 E 3rd ST S,36.156522,ST,0
L,,1524,0027,74128,20,30,S,1,42302,306,3 ST & 117 E PL SEC,0,NA,,C440,1999-06-30,00232-0027,-95.846533,60,3-WAY,,0,TULSA,117,2,GATE,MUELL,00232,306 S 117th PL E,36.156157,EA,0
L,,1774,0016,74108,20,0,,1,92999,0,3 ST & 200 EA SEC,12,NA,,C541,1999-08-31,00637-0016,-95.753804,60,3-WAY,,45,CATOOSA,,0,GATE,MUELL,00637,,36.156343,,0
L,,1774,0019,74108,21,0,,1,92999,0,3 ST & 201 EA SEC,12,NA,,C541,1999-08-31,00637-0019,-95.752626,60,3-WAY,,42,CATOOSA,,0,GATE,MUELL,00637,,36.156377,,0
L,,1774,0027,74108,21,0,,1,92999,0,3 ST & 205 EA SEC,12,NA,,C541,1999-08-31,00637-0027,-95.748797,60,3-WAY,,52,CATOOSA,,0,GATE,MUELL,00637,,36.156513,,0
L,,1474,0061,74128,21,30,E,1,42302,10610,3ST 250'E/106 EA SS,0,NA,,C545,1999-06-27,00175-0061,-95.85842,60,3-WAY,1984-10-19,52,TULSA,3,2,GATE,KENNE,00175,10610 E 3rd ST S,36.157477,ST,0
L,,1774,0024,74108,21,0,,1,92999,0,3 ST 300'W 205 EA SS,12,NA,,C541,1999-08-31,00637-0024,-95.750606,60,3-WAY,,52,CATOOSA,,0,GATE,DARLI,00637,,36.156309,,0
L,,874,0010,74127,20,0,W,1,0,6539,3 ST & 325'W 65 W AV NS,10,NA,,C480,1999-05-25,00106-0010,-96.066927,60,3-WAY,,42,,,0,GATE,M & H,00106,6539 W 3rd ST S,36.152598,ST,0
L,,874,0008,74127,42,0,W,1,0,6915,3 ST & 400'E 71 W AV NS,10,NA,,C480,1999-05-25,00106-0008,-96.069545,120,3-WAY,,42,,,0,GATE,M & H,00106,6915 W 3rd ST S,36.152598,ST,0
L,,974,0018,74127,21,13,S,1,11100,305,3 ST & 42 WA SEC,0,NA,,C480,1999-05-18,00040-0018,-96.039092,60,3-WAY,,40,TULSA,42,1,GATE,DARLI,00040,305 S 42th AV W,36.153382,AV,0
L,,974,0017,74127,7,13,S,1,11100,305,3 ST & 43 WA SEC,0,NA,,C480,1999-05-18,00040-0017,-96.040216,20,3-WAY,,40,TULSA,43,1,GATE,DARLI,00040,305 S 43th AV W,36.153419,AV,0
L,,974,0016,74127,7,13,S,1,1110,303,3 ST & 44 WA SEC,0,NA,,C480,2003-08-05,00040-0016,-96.041362,20,3-WAY,,50,TULSA,44,1,GATE,WATER,00040,303 S 44th AV W,36.153382,AV,0
