OF_TURN,HYDRANT,MAPPAGE,SEQ__,ZIPCODE,OF_TURNS,STATION,DIRECTION,COMPLETED,FLOW,NUM,LOCATION,STATIC_PRE,CLASS,CONDITION,VALVE_MAKE,DATE_INSPE,HYDRANT_ID,LONGITUDE,VALVE_SIZE,TYPE0,DATE_INSTA,SIZE,CITY,NAME,DISTRICT,VALVE_TYPE,MAKE,ATLAS_PAGE,ADDRESS,LATITUDE,TYPE,RESIDUAL_P
L,,,0002,74073,42,0,N,1,5318,7601,76 ST N 650'E PEORIA NS,11,NA,,,1999-02-02,01074-0002,-95.971493,120,3-WAY,,52,,PEORIA,0,GATE,MUELL,01074,7601 N PEORIA  AV E,36.264196,AV,0
L,,1317,0003,74055,21,19,,1,92999,0,76 ST N & 900'W LAKEWOOD SS,9,NA,,DELET,1999-09-01,00950-0003,-95.913017,60,3-WAY,,52,,,4,GATE,MUELL,00950,,36.263883,,0
L,,1317,0004,74055,7,19,N,1,92999,7400,76 ST N & LAKEWOOD SWC,9,NA,,DELET,1999-09-01,00950-0004,-95.907216,20,3-WAY,,52,,LAKEWOOD,4,AIR RELIE,MUELL,00950,7400 N LAKEWOOD  AV E,36.263834,AV,0
L,,1417,0001,74055,38,0,N,1,92999,7521,76 ST N & MEMORIAL SEC,9,NA,,C439,1999-09-01,00952-0001,-95.883826,120,3-WAY,,52,,MEMORIAL,0,GATE,MUELL,00952,7521 N MEMORIAL  DR E,36.263864,DR,200
L,,1417,0003,74055,38,0,,1,92999,0,76ST N & MINGO SWC,9,NA,,C439,1999-09-01,00952-0003,-95.866413,120,3-WAY,,52,,,0,GATE,MUELL,00952,,36.263961,,200
L,,1331,0088,74136,7,28,E,1,1070,6404,76 ST & OXFORD SEC,0,NA,,C509,2003-08-07,00660-0088,-95.904906,20,3-WAY,,52,TULSA,75,5,GATE,MUELL,00660,6404 E 75th ST S,36.055812,ST,0
L,,1281,0031,74136,28,29,S,1,1060,7604,76 ST & QUEBEC PL SWC,0,NA,,,1999-05-20,00768-0031,-95.92963,80,3-WAY,,42,TULSA,QUEBEC,3,GATE,MUELL,00768,7604 S QUEBEC  PL E,36.053238,EA,0
L,,1281,0037,74136,500,29,E,1,1060,4236,76 ST & RICHMOND SWC,0,NA,,,1999-05-14,00768-0037,-95.928581,60,3-WAY,,42,TULSA,76,3,GATE,MUELL,00768,4236 E 76th ST S,36.053286,ST,0
L,,1281,0038,74136,20,29,S,1,1060,7630,76 ST & RICHMOND SWC,0,NA,,,1999-05-14,00768-0038,-95.928303,60,3-WAY,,45,TULSA,RICHMOND,3,GATE,MUELL,00768,7630 S RICHMOND  AV E,36.052243,AV,0
L,,1281,0039,74136,21,29,,1,1060,0,76 ST & SANDUSKY NEC,0,NA,,,1999-05-14,00768-0039,-95.926786,60,3-WAY,,42,TULSA,,3,GATE,MUELL,00768,,36.052216,,0
L,,1281,0048,74136,20,29,,1,1060,0,76 ST & TOLEDO NEC,0,NA,,,1999-05-20,00768-0048,-95.925381,60,3-WAY,,42,TULSA,,3,GATE,MUELL,00768,,36.052046,,0
L,,1181,0024,74136,40,29,S,1,11200,7610,76 ST & TRENTON NWC,0,NA,,,2003-08-11,00663-0024,-95.968608,120,3-WAY,,52,TULSA,TRENTON,3,GATE,MUELL,00663,7610 S TRENTON  AV E,36.053668,AV,0
L,,881,0003,74131,55,6,,1,92999,0,76ST - TULSA SAPULPA RR,7,NA,,C521,1999-09-24,00669-0003,-96.073431,160,3-WAY,,52,,,3,GATE,MUELL,00669,,36.053963,,100
L,,1281,0050,74136,9,28,S,1,1060,7429,76 ST & WINSTON PL SWC,0,NA,,,1999-05-20,00768-0050,-95.922763,20,3-WAY,,52,TULSA,WINSTON,5,AIR RELIE,CLOW,00768,7424 S WINSTON  PL E  700  703,36.054043,EA,0
L,,1281,0051,74136,26,28,,1,1060,0,76 ST & WINSTON SWC,0,NA,,C499,1999-05-20,00768-0051,-95.92299,80,3-WAY,,52,TULSA,,5,GATE,MUELL,00768,,36.052406,,0
L,,1431,0089,74133,32,28,E,1,1070,9016,76 ST W OF 91 EA,0,NA,,,1999-05-27,00658-0089,-95.875213,100,3-WAY,,52,TULSA,76,5,GATE,CLOW,00658,9016 E 76th ST S,36.056472,ST,0
L,,1331,0061,74136,19,28,E,1,1060,5826,76 ST W OF JOPLIN SES,0,NA,,C509,1999-05-05,00660-0061,-95.910718,60,3-WAY,,52,TULSA,76,5,GATE,MUELL,00660,5826 E 76th ST S,36.05482,ST,0
L,,1379,0046,74145,28,20,S,1,1050,6031,76TH E AVE & 61ST,0,NA,,C506,1999-05-03,00386-0046,-95.891331,80,3-WAY,,50,TULSA,76,5,GATE,M & H,00386,6031 S 76th AV E,36.075558,EA,0
L,,1031,0001,74132,21,6,S,1,1100,7550,76 & UNION  SWC,0,NA,,,1999-05-16,00773-0001,-96.012067,60,3-WAY,,42,TULSA,UNION,3,GATE,MUELL,00773,7550 S UNION  AV W,36.054139,AV,0
L,,1181,0030,74136,18,29,,1,0,0,7700 S LEWIS,0,NA,3,C503,1996-05-15,00770-0030,-95.960302,60,3-WAY,1987-10-28,52,TULSA,,3,GATE,KENNE,00770,,36.052693,,0
L,,1181,0036,74136,18,29,S,1,0,7700,7704 RIVERSIDE DR SEC BLDG,0,NA,,C503,1994-05-20,00770-0036,-95.971487,60,3-WAY,1994-05-20,52,TULSA,RIVERSIDE,3,GATE,CLOW,00770,7800 S RIVERSIDE  DR W,36.050765,PK,0
L,,1181,0038,74136,18,29,S,1,0,7800,7704 RIVERSIDE DR SEC BLDG,0,NA,,C503,1994-05-20,00770-0038,-95.970401,60,3-WAY,1994-05-20,52,TULSA,RIVERSIDE,3,GATE,CLOW,00770,7700 S RIVERSIDE  PKWY W,36.051459,DR,0
L,,1278,0045,74135,34,23,S,1,1060,5051,770'N 51ST 1050'W YALE AV WS,0,NA,,C506,1999-05-05,00246-0045,-95.92583,120,3-WAY,,52,TULSA,TOLEDO,3,GATE,MUELL,00246,5051 S TOLEDO  AV E,36.091883,AV,0
L,,1181,0033,74136,20,29,S,1,0,7700,7710 RIVERSIDE DR NEC BLDG,0,NA,,,1994-05-20,00770-0033,-95.971184,60,3-WAY,1994-05-20,52,TULSA,RIVERSIDE,3,GATE,CLOW,00770,7700 S RIVERSIDE  PKWY W,36.052275,PK,0
L,,1181,0037,74136,18,29,S,1,0,7700,7722 RIVERSIDE DR SWC BLDG,0,NA,,,1994-05-20,00770-0037,-95.971083,60,3-WAY,1994-05-20,52,TULSA,RIVERSIDE,3,GATE,CLOW,00770,7700 S RIVERSIDE  PKWY W,36.051295,PK,0
L,,1181,0034,74136,37,29,S,1,0,7700,7728 RIVERSIDE DR NEC BLDG,0,NA,,,1994-05-20,00770-0034,-95.971739,120,3-WAY,1994-05-20,52,TULSA,RIVERSIDE,3,GATE,CLOW,00770,7700 S RIVERSIDE  PKWY W,36.051907,PK,0
L,,1181,0035,74136,42,29,S,1,0,7700,7752 S RIVERSIDE DR NWC BLDG,0,NA,,,1994-05-20,00770-0035,-95.972168,120,3-WAY,1994-05-20,52,TULSA,RIVERSIDE,3,GATE,CLOW,00770,7700 S RIVERSIDE  PKWY W,36.05154,PK,0
L,,1181,0050,74136,27,29,E,1,11200,1919,775 S 71 ST 300'E WHEELING,0,NA,,,2003-08-15,00663-0050,-95.96332,80,3-WAY,,52,TULSA,73,3,GATE,MUELL,00663,1919 E 73th ST S,36.058781,ST,0
L,,1381,0082,74133,28,28,E,1,0,7902,77 CT 300'E 78 EA SS,0,NA,,C422,2000-01-10,00766-0082,-95.887967,80,3-WAY,,50,TULSA,77,5,GATE,KENNE,00766,7902 E 77th CT S,36.05138,ST,0
L,,1381,0056,74133,21,28,S,1,11000,7705,77 CT & 75 EA SEC,0,NA,,C499,1999-06-07,00766-0056,-95.892519,60,3-WAY,,50,TULSA,75,5,GATE,WATER,00766,7705 S 75th AV E,36.051244,EA,0
L,,1381,0057,74133,21,28,S,1,11000,7717,77 CT & 76 EA ES,0,NA,,C499,1999-06-07,00766-0057,-95.891502,60,3-WAY,,50,TULSA,76,5,GATE,WATER,00766,7717 S 76th AV E,36.050983,EA,0
L,,1381,0087,74133,18,28,S,1,11000,7735,77 CT & 80 EA SEC,0,NA,,C477,1999-06-25,00766-0087,-95.886829,60,3-WAY,,50,TULSA,80,5,GATE,KENNE,00766,7735 S 80th AV E,36.051755,EA,0
L,,1381,0060,74133,21,28,S,1,11000,7931,77 EA 150'S 79 ST ES,0,NA,,C499,1999-06-07,00766-0060,-95.891128,60,3-WAY,,50,TULSA,77,5,GATE,KENNE,00766,7931 S 77th AV E,36.048585,EA,0
L,,1381,0080,74133,27,28,,1,11200,0,77 EA 300'N 76 EA ES,0,NA,,,1999-05-07,00659-0080,-95.89117,80,3-WAY,,45,TULSA,,5,GATE,MUELL,00659,,36.058028,,0
L,,1382,0064,74133,26,32,S,1,1050,9023,77 EA 400'N 91 ST ES,0,NA,,C525,1999-06-11,01004-0064,-95.89084,80,3-WAY,,52,TULSA,77,5,GATE,MUELL,01004,9023 S 77th AV E,36.032538,EA,0
L,,1381,0082,74133,20,28,,1,11200,0,77 EA & 73 ST SEC,0,NA,,C495,1999-05-07,00659-0082,-95.891213,60,3-WAY,,45,TULSA,,5,GATE,MUELL,00659,,36.05629,,0
L,,1381,0081,74133,20,28,,1,11200,0,77 EA & 76 EA SEC,0,NA,,C494,1999-05-07,00659-0081,-95.891255,60,3-WAY,,45,TULSA,,5,GATE,MUELL,00659,,36.057108,,0
L,,1381,0065,74133,20,28,S,1,11000,8017,77 EA & 80 PL SEC,0,NA,,C499,1999-06-19,00766-0065,-95.891086,60,3-WAY,,52,TULSA,77,5,GATE,MUELL,00766,8019 S 77th AV E,36.046949,EA,0
L,,1381,0062,74133,20,28,,1,11000,0,77 EA & 80 ST NEC,0,NA,,C499,1999-06-19,00766-0062,-95.891128,60,3-WAY,,50,TULSA,,5,GATE,KENNE,00766,,36.04763,,0
L,,1382,0063,74133,27,32,S,1,1050,8925,77 EA & 89 PL ES,0,NA,,C525,1999-06-11,01004-0063,-95.890882,80,3-WAY,,52,TULSA,77,5,GATE,MUELL,01004,8925 S 77th AV E,36.03397,EA,0
L,,1382,0037,74133,7,28,S,1,11100,8104,77 EA N OF 82 PL,0,NA,,C525,1999-04-27,00881-0037,-95.890925,20,3-WAY,,52,TULSA,77,5,GATE,MUELL,00881,8104 S 77th AV E,36.045139,EA,0
L,,1375,0042,74112,39,22,E,1,41702,7701,77 E AV & 21 ST NE,10,NA,,,2003-08-16,00088-0042,-95.890948,120,3-WAY,,42,TULSA,21,2,GATE,MUELL,00088,7701 E 21th ST S,36.133688,ST,0
L,,1373,0022,74115,56,17,N,1,41702,1367,77 E AV & 650'N NEWTON PL ES,0,NA,,C439,2003-08-08,00083-0022,-95.89023,160,3-WAY,,52,TULSA,77,2,GATE,CLOW,00083,1367 N 77th AV E,36.174635,EA,0
L,,1384,0041,74133,20,32,,1,1050,0,77 E AVE & 104 ST SEC,0,NA,,,1999-05-27,01421-0041,-95.892294,60,3-WAY,,52,TULSA,,5,GATE,MUELL,01421,,36.01369,,0
L,,1384,0042,74133,32,32,,1,1050,0,77 E AVE & 105 ST SEC,0,NA,,,2003-08-15,01421-0042,-95.892737,80,3-WAY,,52,TULSA,,5,GATE,MUELL,01421,,36.012336,,0
L,,1380,0072,74133,27,28,S,1,1060,6651,77 E AVE 250'S 67 PL ES,0,NA,,C509,1999-04-30,00560-0072,-95.891235,80,3-WAY,,42,TULSA,77,5,GATE,MUELL,00560,6651 S 77th AV E,36.065805,EA,0
L,In weeds,1375,0048,74112,20,22,S,1,41702,1760,77 E AVE 375'S 20 ST ES,0,NA,,C528,2003-08-16,00088-0048,-95.890896,60,3-WAY,,50,TULSA,79,2,GATE,WATER,00088,1760 S 79th AV E,36.135015,EA,0
L,,1384,0040,74133,20,32,,1,1050,0,77 E AVE 400'N 104 ST ES,0,NA,,,2003-08-15,01421-0040,-95.891532,60,3-WAY,,52,TULSA,,5,GATE,MUELL,01421,,36.015142,,0
L,,1384,0039,74133,7,32,S,1,1050,10141,77 E AVE 400'S 101 ST ES,0,NA,,,2003-08-15,01421-0039,-95.891317,20,3-WAY,,52,TULSA,77,5,AIR RELIE,MUELL,01421,10141 S 77th AV E,36.016114,AV,0
L,,1380,0071,74133,20,28,S,1,1060,6625,77 E AVE 400'S 66 ST ES,0,NA,,C509,1999-04-30,00560-0071,-95.891235,60,3-WAY,,42,TULSA,77,5,GATE,MUELL,00560,6625 S 77th AV E,36.066695,EA,0
L,,1374,0052,74112,20,22,S,1,11000,513,77 E AVE 425'S 4 PL ES,0,NA,,C545,1999-05-11,00086-0052,-95.891426,60,3-WAY,1983-09-22,52,TULSA,77,2,GATE,CLOW,00086,513 S 77th AV E,36.15389,EA,0
L,,1373,0026,74115,21,17,E,1,1050,7704,77 E AVE & INDEPENDENCE SEC,0,NA,,C452,1999-06-02,00084-0026,-95.89157,60,3-WAY,,40,TULSA,INDEPENDENCE,2,AIR RELIE,DARLI,00084,7704 E INDEPENDENCE  ST N,36.166468,N,0
,,1372,0046,74115,0,17,N,1,0,2201,77 EA & WOODROW NEC,9,NA,,DELET,2003-08-15,00121-0046,-95.890763,0,3-WAY,,52,TULSA,77,2,,KENNE,00121,2201 N 77th AV E,36.187443,EA,0
L,,1382,0032,74133,27,28,S,1,11100,8115,77 E CT N OF 82 PL,0,NA,,C525,1999-04-27,00881-0032,-95.890006,80,3-WAY,,52,TULSA,77,5,GATE,KENNE,00881,8115 S 77th AV E,36.045184,AV,0
L,,1382,0031,74133,27,28,S,1,11100,8115,77 E CT S OF 81 PL,0,NA,,C525,1999-04-27,00881-0031,-95.890272,80,3-WAY,,52,TULSA,77,5,GATE,KENNE,00881,8115 S 77th AV E,36.045868,AV,0
L,,1370,0007,74115,33,17,,1,0,0,77 E PL 600'N 78 EA ES,0,NA,,C541,1996-04-27,00286-0007,-95.890146,100,3-WAY,,42,TULSA,,2,GATE,MUELL,00286,,36.210315,,0
L,,1382,0069,74133,19,32,S,1,1050,8915,77 PL 100'S 89 PL ES,0,NA,,C525,1999-06-11,01004-0069,-95.889829,60,3-WAY,,52,TULSA,77,5,GATE,MUELL,01004,8915 S 77th PL E,36.034584,EA,0
L,,1431,0004,74133,6,28,E,1,41802,8540,77 PL 150'E 85 EA SS,0,NA,,C525,1999-04-19,00765-0004,-95.880675,20,3-WAY,,50,TULSA,77,5,AIR RELIE,KENNE,00765,8540 E 77th PL S,36.052111,ST,0
L,,1381,0041,74133,21,28,E,1,1100,7024,77 PL 200'E 70 PL WS,0,NA,,C499,1999-06-13,00766-0041,-95.897114,60,3-WAY,,45,TULSA,77,5,GATE,MUELL,00766,7024 E 77th PL S,36.051653,ST,0
L,,1431,0010,74133,19,28,E,1,41802,8626,77 PL 250'W OF 88 EA SS,0,NA,,C480,1999-04-19,00765-0010,-95.879537,60,3-WAY,,50,TULSA,77,5,GATE,KENNE,00765,8626 E 77th PL S,36.052077,ST,0
L,,1381,0081,74133,28,28,E,1,1100,7822,77 PL 300'E 78 EA SS,0,NA,,C499,1999-06-22,00766-0081,-95.888178,80,3-WAY,,52,TULSA,77,5,GATE,KENNY,00766,7822 E 77th PL S,36.052199,ST,0
L,,1231,0026,74136,32,29,E,1,1050,2938,77 PL 375'E EVANSTON SS,0,NA,,C490,2003-08-15,00769-0026,-95.944545,100,3-WAY,,42,TULSA,77,3,GATE,MULLE,00769,2930 E 77th PL S,36.050639,ST,0
L,,1382,0070,74133,7,32,S,1,1050,9019,77 PL 500'N 91 ST ES,0,NA,,C525,1999-06-11,01004-0070,-95.889829,20,3-WAY,,52,TULSA,77,5,AIR RELIE,MUELL,01004,9023 S 77th PL E,36.032572,EA,0
L,,1231,0033,74136,32,29,E,1,1050,2968,77 PL 725'E EVANSTON SS,0,NA,,,2003-08-12,00769-0033,-95.943303,100,3-WAY,,42,TULSA,77,3,GATE,MUELL,00769,2962 E 77th PL S,36.051118,ST,0
L,,1231,0018,74136,32,29,E,1,1050,2906,77 PL & EVANSTON SEC,0,NA,,,2003-08-15,00769-0018,-95.945757,100,3-WAY,,42,TULSA,77,3,GATE,MUELL,00769,2906 E 77th PL S,36.050499,ST,0
L,,1231,0041,74136,34,29,S,1,1050,7747,77 PL & GARY PL SEC,0,NA,,,2003-08-12,00769-0041,-95.94225,60,3-WAY,,42,TULSA,GARY,3,GATE,MUELL,00769,7747 S GARY  PL E,36.051829,EA,0
L,,1281,0002,74136,30,29,S,1,1060,7707,77 PL & HARVARD PL SEC,7,NA,,C462,1999-05-14,00768-0002,-95.939215,100,3-WAY,,52,TULSA,HARVARD,3,GATE,MUELL,00768,7707 S HARVARD  PL E,36.052102,EA,6
L,,1281,0003,74136,32,29,E,1,1060,3344,77 PL & INDIANAPOLIS NEC,0,NA,,C469,1999-05-14,00768-0003,-95.938446,100,3-WAY,,40,TULSA,77,3,GATE,DARLI,00768,3344 E 77th ST S,36.051997,ST,0
L,,1331,0047,74136,20,28,S,1,1070,7719,77 PL & OXFORD SEC,0,NA,,C509,1999-05-18,00767-0047,-95.904683,60,3-WAY,,52,TULSA,OXFORD,5,GATE,MUELL,00767,7719 S OXFORD  AV E,36.05199,EA,0
L,,1431,0003,74133,38,28,S,1,41802,7708,77 ST 100'W 86 EA SS,0,NA,,C525,1999-04-19,00765-0003,-95.880718,120,3-WAY,,45,TULSA,86,5,GATE,KENNE,00765,7708 S 86th AV E,36.052895,EA,0
L,,1331,0069,74136,20,28,E,1,1070,5572,77 ST 100'W OF GRANITE SS,0,NA,,C509,1999-05-06,00767-0069,-95.913832,60,3-WAY,1984-08-21,52,TULSA,77,5,GATE,CLOW,00767,5572 E 77th ST S,36.052912,ST,0
L,,1331,0040,74136,25,28,E,1,1070,6116,77 ST 150'W MAPLEWOOD SS,0,NA,,C509,1999-05-18,00767-0040,-95.907104,80,3-WAY,,52,TULSA,77,5,GATE,MUELL,00767,6116 E 77th ST S,36.052631,ST,0
L,,1231,0025,74136,20,29,E,1,1050,2920,77 ST 175'E EVANSTON SS,0,NA,,,2003-08-15,00769-0025,-95.945367,60,3-WAY,,42,TULSA,77,3,GATE,MUELL,00769,2914 E 77th ST S,36.051304,ST,0
L,,1381,0049,74133,21,28,E,1,11000,7224,77 ST 200'E 72 EA SS,0,NA,,C499,2003-08-07,00766-0049,-95.895133,60,3-WAY,,45,TULSA,77,5,GATE,MUELL,00766,7224 E 77th ST S,36.052915,ST,0
L,,1331,0008,74136,19,28,,1,1070,0,77 ST 200'S BRADEN ES,0,NA,,C509,1999-05-03,00767-0008,-95.920535,80,3-WAY,,52,TULSA,,5,GATE,MUELL,00767,,36.051813,,0
L,,1381,0069,74133,20,28,E,1,11000,7606,77 ST 200'W 78 EA SS,0,NA,,C528,1999-06-28,00766-0069,-95.890791,60,3-WAY,,50,TULSA,77,5,GATE,WATER,00766,7606 E 77th ST S,36.052983,ST,0
L,,1231,0039,74136,30,29,E,1,1050,2986,77 ST 250'S 76 ST SS,0,NA,,,2003-08-12,00769-0039,-95.942898,100,3-WAY,,52,TULSA,77,3,GATE,KENNE,00769,2980 E 77th ST S,36.052529,ST,0
L,,1381,0042,74133,12,28,E,1,11000,7036,77 ST 300'W 72 EA SS,0,NA,,C499,2003-08-07,00766-0042,-95.896734,40,3-WAY,,45,TULSA,77,5,AIR RELIE,MUELL,00766,7036 E 77th ST S,36.053017,ST,0
L,,1381,0080,74133,21,28,E,1,11000,7906,77 ST 300'W 80 EA SS,0,NA,,C499,1999-06-25,00766-0080,-95.888163,60,3-WAY,,50,TULSA,77,5,GATE,KENNE,00766,7826 E 77th ST S,36.052946,ST,0
L,,981,0004,74132,7,6,W,1,1100,3068,77 ST & 33 W AV SEC,0,NA,,,1999-05-16,00773-0004,-96.029265,20,3-WAY,1996-11-21,52,TULSA,77,3,GATE,AMERI,00773,3068 W 77th ST S,36.052669,ST,0
L,,1281,0016,74136,21,29,E,1,1060,4040,77 ST 375'E OSWEGO PL SS,0,NA,,C487,1999-05-14,00768-0016,-95.93149,60,3-WAY,,42,TULSA,77,3,GATE,MUELL,00768,4040 E 77th ST S,36.050913,ST,0
L,,1431,0029,74133,14,28,E,1,41902,8520,77 ST 375'W OF 86 EA SEC,0,NA,,C525,1999-04-28,00765-0029,-95.882733,40,3-WAY,1984-07-27,52,TULSA,77,5,GATE,CLOW,00765,7707 S MEMORIAL  DR E,36.053092,ST,0
L,,1431,0028,74133,14,28,S,1,41902,7707,77 ST 375'W OF 86 EA SEC,0,NA,,C525,1999-04-28,00765-0028,-95.881476,40,3-WAY,1984-07-27,52,TULSA,MEMORIAL,5,GATE,CLOW,00765,8520 E 77th ST S,36.052895,DR,0
L,,1381,0068,74133,21,28,E,1,11000,7426,77 ST 500'E 73 EA SS,0,NA,,C462,1999-06-28,00766-0068,-95.892351,60,3-WAY,,50,TULSA,77,5,GATE,WATER,00766,7426 E 77th ST S,36.052915,ST,0
L,,1231,0032,74136,32,29,E,1,1050,2950,77 ST 600'E EVANSTON SS,0,NA,,,2003-08-12,00769-0032,-95.944011,100,3-WAY,,42,TULSA,77,3,GATE,MUELL,00769,2950 E 77th ST S,36.051711,ST,0
L,,1381,0039,74133,20,28,S,1,11000,7711,77 ST & 70 E AVE SEC,0,NA,,C499,2003-08-07,00766-0039,-95.898125,60,3-WAY,,45,TULSA,70,5,AIR RELIE,MUELL,00766,7711 S 70th AV E,36.053051,EA,0
L,,1381,0070,74133,20,28,E,1,11000,7810,77 ST & 78 EA SEC,0,NA,,C499,1999-06-28,00766-0070,-95.889147,60,3-WAY,,50,TULSA,77,5,GATE,KENNE,00766,7810 E 77th ST S,36.052949,ST,0
L,,1431,0019,74133,19,28,E,1,41802,8805,77 ST & 88 EA NEC,0,NA,,C525,1999-04-16,00765-0019,-95.878315,60,3-WAY,,50,TULSA,77,5,GATE,KENNE,00765,8805 E 77th ST S,36.05327,ST,0
L,,1331,0007,74136,28,28,S,1,1070,7705,77 ST & BRADEN ES,0,NA,,C509,1999-05-03,00767-0007,-95.919904,80,3-WAY,,52,TULSA,BRADEN,5,GATE,MUELL,00767,7705 S BRADEN  AV,36.052468,AV,0
L,,1331,0074,74136,20,28,E,1,1070,5306,77 ST & DARLINGTON SEC,0,NA,,C509,1999-05-03,00767-0074,-95.918563,60,3-WAY,1984-09-06,52,TULSA,77,5,GATE,CLOW,00767,5306 E 77th ST S,36.052918,ST,0
L,,1281,0049,74136,20,29,,1,1050,0,77 ST & HARVARD NEC,0,NA,,C485,2003-08-07,00769-0049,-95.940936,60,3-WAY,,42,TULSA,,3,GATE,MUELL,00769,,36.052131,,0
L,,1281,0008,74136,20,29,S,1,1060,7706,77 ST & JAMESTOWN SWC,0,NA,,,1999-05-14,00768-0008,-95.936336,60,3-WAY,,40,TULSA,JAMESTOWN,3,CHECK,DARLI,00768,7706 S JAMESTOWN  AV E,36.051819,EA,0
L,,1331,0031,74136,0,28,S,1,1070,7704,77 ST & KINGSTON SWC,0,NA,,C509,1999-05-18,00767-0031,-95.90874,80,3-WAY,,52,TULSA,KINGSTON,5,GATE,MUELL,00767,7704 S KINGSTON  AV E,36.05211,AV,0
L,,1331,0046,74136,0,28,E,1,1070,6212,77 ST & MAPLEWOOD SWC,0,NA,,C509,1999-05-18,00767-0046,-95.905713,60,3-WAY,,52,TULSA,77,5,GATE,MUELL,00767,6212 E 77th ST S,36.052693,ST,0
L,,1431,0039,74133,26,28,S,1,41902,7777,77 ST & MEMORIAL,0,NA,,C525,1999-04-28,00765-0039,-95.884014,80,,,52,TULSA,MEMORIAL,5,GATE,AMERI,00765,7777 S MEMORIAL  DR E,36.051494,DR,0
L,,1431,0038,74133,20,28,S,1,41902,7777,77 ST & MEMORIAL,0,NA,,DELET,1999-04-28,00765-0038,-95.884874,60,,,52,TULSA,MEMORIAL,5,GATE,AMERI,00765,7777 S MEMORIAL  DR E,36.051535,DR,0
L,,1431,0040,74133,26,28,S,1,41902,7777,77 ST & MEMORIAL SS,0,NA,,C525,1999-04-28,00765-0040,-95.884014,80,,,52,TULSA,MEMORIAL,5,GATE,AMERI,00765,7777 S MEMORIAL  DR E,36.050533,DR,0
L,,1431,0030,74133,13,28,E,1,41902,8200,77ST (PVT) 600'E MEMO DR SS,0,NA,,C525,1999-04-28,00765-0030,-95.88447,40,3-WAY,,52,TULSA,77,5,GATE,CLOW,00765,8200 E 77th ST S,36.053252,ST,0
L,,1431,0029,74133,26,28,E,1,41902,8200,77ST (PVT) 650'W OF 86 EA SS,0,NA,,DELET,1999-04-28,00765-0029,-95.883424,80,3-WAY,1984-07-27,52,TULSA,77,5,GATE,CLOW,00765,8200 E 77th ST S,36.053228,ST,0
L,,1281,0033,74136,20,32,S,1,1060,7656,77 ST & QUEBEC PL SWC,0,NA,,C495,1999-05-20,00768-0033,-95.929137,60,3-WAY,,42,TULSA,QUEBEC,5,GATE,MUELL,00768,7656 S QUEBEC  PL E,36.051384,PL,0
L,,1281,0042,74136,20,32,S,1,1060,7701,77 ST & SANDUSKY SEC,0,NA,,C528,1999-05-20,00768-0042,-95.926715,60,3-WAY,,45,TULSA,SANDUSKY,5,CHECK,MUELL,00768,7701 S SANDUSKY  AV E,36.050768,EA,0
L,,1331,0002,74136,18,28,,1,1070,0,77 ST & YALE SEC,0,NA,,C509,1999-05-03,00767-0002,-95.921857,60,3-WAY,,52,TULSA,,5,GATE,MUELL,00767,,36.051249,,0
L,,1379,0049,74145,21,20,,1,0,0,77TH E AVE & 59TH ST,0,NA,,,1999-04-21,00386-0049,-95.891043,60,3-WAY,,45,TULSA,,5,GATE,MUELL,00386,,36.078073,,0
L,,1379,0051,74145,27,20,S,1,0,6019,77TH E AVE & 60TH ST,0,NA,,C506,1999-04-21,00386-0051,-95.891091,80,3-WAY,,42,TULSA,76,5,GATE,MUELL,00386,6019 S 76th AV E,36.076293,EA,0
L,,1379,0052,74145,21,20,S,1,1050,6000,77TH E AVE & 61ST,0,NA,,C439,1999-04-21,00386-0052,-95.890613,60,3-WAY,,45,TULSA,MEMORIAL,5,GATE,MUELL,00386,6000 S MEMORIAL  DR E,36.07579,DR,0
L,,1376,0026,74129,20,22,,1,11100,0,7836 E 22 PL,0,NA,,C439,2003-08-03,00089-0026,-95.888123,60,3-WAY,,42,TULSA,,2,GATE,MUELL,00089,,36.130205,,0
L,,1374,0068,74115,21,22,,1,41702,0,7846 E ADMIRAL PL,0,NA,,C495,2003-08-11,00085-0068,-95.889176,60,3-WAY,1995-05-19,52,TULSA,,2,GATE,DARLI,00085,,36.160547,,0
L,,1381,0003,74133,20,28,S,1,11000,7827,78 CT & 66 EA SEC,0,NA,,C499,1999-06-10,00766-0003,-95.903394,60,3-WAY,,52,TULSA,66,5,GATE,MUELL,00766,7827 S 66th AV E,36.05029,EA,0
L,,1381,0014,74133,20,28,S,1,11000,7826,78 CT & 69 EA SWC,0,NA,,C499,1999-06-10,00766-0014,-95.900402,60,3-WAY,,52,TULSA,69,5,GATE,MUELL,00766,7826 S 69th AV E,36.050324,EA,0
L,,1370,0008,74115,39,17,,1,0,0,78 EA 100'S 41ST N ES,0,NA,,C541,1996-04-27,00286-0008,-95.888168,120,3-WAY,,45,TULSA,,2,GATE,MUELL,00286,,36.2129,,0
L,,1378,0041,74145,21,25,E,1,1050,7449,78 EA 200'S 48 ST ES,0,NA,,,2003-08-18,00244-0041,-95.890134,60,3-WAY,,42,TULSA,48,5,GATE,MUELL,00244,7449 E 48th ST S,36.093747,ST,0
L,,1381,0075,74133,38,28,S,1,11000,7949,78 EA 200'S 79 PL ES,0,NA,,C499,1999-06-22,00766-0075,-95.888894,120,3-WAY,,42,TULSA,78,5,GATE,M & H,00766,7949 S 78th AV E,36.048312,EA,0
